rating,review_title,review_content,travel_date,legroom,seat_comfort,inflight_entertainment,customer_service,value_for_money,cleanliness,checkin_and_boarding,food_and_beverage
1,Abominable,"All our 6 pieces of baggage have been lost. More phone calls, emails and messages sent by me and my travel agent than I can count and absolutely no interest from Qantas. If you value your possessions, choose another airline!! My daughter's chronic medication is in one of those suitcases, her health is at risk. We've had to buy new clothes, new toiletries and noone at Qantas cares one iota. We cannot get a doctor's appointment until the new year. Not even a courtesy call from Qantas or Menzies. Not 1 suitcase made the trip. Menzies Baggage Handlers (Qantas's handlers) don't respond. Qantas does not respond. CHOOSE ANOTHER AIRLINE!!",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,"Rabbit food, dated planes, poor in-flight entertainment","Pros: Direct to Bangalore, very convenient departure and arrival times both ways.

Cons: Dated planes with barely any leg room in the economy,

food was horrendous and both ways there was no choice other than a potato curry with rice.

Our flight was delayed by 90 mins in Bengaluru on the return leg after boarding, so the return leg became a 14 hr flight and we still got served 2 rabbit box takeaway potato curry.

Qantas for reasons only they know put me in the middle seat splitting a family of 4. I had 2 young kids and their mother on the left side and the father sitting on the right side of me. I asked the mother or father to move, so they could all sit together but both refused to sit with their own young children. Those 3 and 2 year old kids went absolutely nuts, high on pack of lollies. One of the kids emptied Orange juice all over me and their father sees it and says, ""they are just kids, that's OK"".

in-flight entertainment system is non-existent, so download Netflix movies.

To make things worse, Qantas lost my baggage on return leg. It was delivered the next day with heavy sticky tape as Sydney Customs cut open my brand new bag to look inside even though it had a TSA approved lock. Apparently Aussie's are not required to use TSA keys.",November 2022,-1,-1,-1,-1,-1,-1,-1,-1
2,Meals on flight………YUK,"Meals on Qantas absolutely embarrassing. Paid $1700 for flights from Brisbane to Christchurch for my 4 yo granddaughter and I had requested child meal, was given a chicken in a Spice sauce and sloppy potatoes, I told them I had requested child meal and they said that is what the caterer supplied. Adults meal was even worse.

YOU SHOULD BE ABSOLUTELY ASHAMED OF YOURSELF, UP YOUR GAME QANTAS, I WILL ONLY BE TRAVELLING WITH AIR NZ FROM NOW !!",December 2022,1,2,4,4,1,2,4,-1
2,Qantas economy,"Extremely disappointed with Qantas. Food was poorly presented and just passable in quality. Only one meal trolley,hence if you are at the back of the plane. Waiting was at least 2 hrs. Appalling entertainment system. Ear phones didn't work. No music no games, no camera on plane and movies low standard. Delay of 3 hrs departing with very poor communication. This flight cost me over $4000. What a rip off",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Baggage off loaded before departure.,"At approimately 3 hours before arrival at London on the non stop flight, we were told that our hold luggage had been off loaded before departure. However, we were promised it would be delivered to an address the next day. This did not happen and the 3 suitcases are still missing. We reported the issue to GBS and filled a report. We have tried to phone a variety of numbers but all the calls are unanswered.
Overall, I would not even recommend this airline to my worst enemy.",December 2022,1,1,1,-1,-1,-1,-1,1
1,Poor Service,If i could give -0 to Qantas Flight. Not recommended at all. Poor customer service through their call centre. I booked and paid for a seat. At the time without letting me know they changed my mum's seat. did a complaint for seat refund. complaint was accepted still i did not received refund of seat booking. i called their call centre team. Sometime agent said thy had forwarded my complaint to the further department. When they dont have any answer for my queries than their team disconnect the call. Very rude behavious. Food is pathetic . My mom booked assistance from delhi airport. At the time they asked to 1500 INR for wheelchair assistance. Ridiculous at all.,September 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Pathetic rabble,"Flight been delayed by nearly 6 hours and counting. No announcements, just text messages that force you to look up via manage booking. No apology of any sort. Highest levels of arrogance, a national disgrace.

I have been at Melbourne airport nearly 10 hours now, the only flights delayed are Qantas and Jetstar. No surprises here.",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Qantas baggage damages,"My baggage was damaged and customer support is pathetic. They are neither replacing for new baggage nor compensating for the damages. They answer our calls but put our calls on hold or they either decline our calls. Worst service. Service is very bad and incharge head in Bangalore,Rajesh doesn't bother to either to answer our questions nor to our calls. Would suggest not to travel in Qantas airlines as their customers service is really worst. Hope no customers should face like this ever.",November 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Just rediculous. Stay away. Pay more to go elsewhere,"I am currently wearing qantas PJs for the second day as apparently they are to incompetent to get my bag to me. Merry Christmas.
Bullet points.
Missing two bags when I arrived
Given PJ's and a toothbrush etc kit (pretty useless. PJs - it is really hot here, wash kit, already have two as I had just spent 26 hours on airplanes!) Nothing for my 2 year old and no timeline given
Number given for contact never picked up (tried at least 10 times and left messages)
One bag finally turns up. Locks cut even though I gave them the code. Why do I even need to jlgive them the code? They locks are part of the bag

Do yourself a favour. Just don't do it. We are now having Christmas day (2 days after landing) with only the Qantas PJs.",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Australia's national disgrace. AVOID.,"I bought a Qantas ticket via Trip.com (avoid it, too) with my name spelled wrong. We spotted this error at the counter before check-in, and Qantas didn't want to help me with another ticket, so I lost my flight. The lack of humanity of these people is inexplicable. Qantas, If a customer has a problem with YOUR products, attend to the issue if the customer is right in front of you. I didn't deserve you playing the lousy lawyer game with me. On top of that, an error in YOUR system made me lose a premium seat, and I couldn't get my money back. The food is disgusting. There are no offices at the Brisbane airport and no humans around to even pretend they care about my problems. Without exaggerating, I had to wait 7 hours for someone to reply to the phone. These people are monsters with no soul, and you should avoid them.",April 2022,1,1,2,1,1,5,1,1
1,Last flight with Qantas,"I have flown Qantas exactly twice before in 16 years of living in Australia. Both were domestic flights. The planes were old and service overall bearable. Virgin and Singapore Airlines have been my go to.

Recently Qantas introduced a long haul flight from Sydney to Bangalore non stop. It was attractive and decided to fly the route with my family.

I regretted the moment I stepped in the plane.

In no particular order

1. The toilets werent cleaned and was smelling of piss. No hint of any air freshener, no seat liners.

2. The meal trays weren't cleaned and there were significant sticky food stains from the previous flights

3. The seat pouch was full of dust and and residue from earlier flights .

4. Meal options were unavailable 1/3 of the way in to economy class. Only two options chicken curry and cauliflower curry. Chicken ran out 1/3 of the seats in. So had cauliflower curry. Horrendous mash of god knows what vegetable.

5. Second meal was chicken parm and cauliflower with rice. Two meals on the same flight with same ingredients. I tried the chicken parm, with sweet potato mash and tomato. Couldn't eat it as it was to soggy.

6. my screens and my daughters screen did not respond to touch unless u pushed through wirh all your might. I suspect the screen calibration was off.

7. The inflight meal announcement was made in one of the most funniest Indian accents I have heard. I have never flown in a flight that was so bizzare. Should be introduced to accent neutralisation training.

In all this the crew did the best they could. I appreciate their service.

The experience is more than the crew. I suspect this is the result of cost cutting and the pure pursuit of profit. Qantas knows there is demand and not many options.

Three of us paid approximately AUD 10k for return flights. We just reached Bangalore yesterday and now contemplating cancelling the return and booking the return leg on Singapore Airlines.

I will ever fly Qantas again.",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
2,No Way To Plan With Qantas,"It seems that every time I have flown Qantas recently, they find a way to mess up the schedule, such that it is impossible to plan. We were booked on a 7:30 am flight from Sydney to Melbourne and as it was early, expected plane and crew would be available and departure might be on time. All were on board and fifteen minutes later we were still at the gate and were advised there was a mechanical issue that would take at least 90 minutes to fix, so we off-loaded and were allocated a new flight one hour and one and a half hour later (all done reasonably well). Mechanical issues happen but the plane had obviously flown earlier, or the prior day and you would have thought a mechanical issue would have been corrected overnight. Erratic schedule changes and cancellations and now mechanical issues adds a new level of uncertainty when flying Qantas.",December 2022,3,3,1,1,1,3,4,1
4,Flight experience saved by Paddy !,"We flew from Brisbane to Perth for a Christmas holiday - on flight 939 Dec 21st.
The flight itself was fine, but ... there were issues....
The food was nearing inedible -- not an expectation for the price paid for business class. You could have chipped a tooth on the pasta- dried out, little sauce, little flavor. (We should have had the ""economy class"" bangers and mash!). We have flown on many business class flight on other airlines - and Qantas food sits on the BOTTOM of the list ... come-on Qantas - get your act together !!
The level of cleanliness left much to be desired ... chunky dirt on the screen, and pen scribbles on the chair.
The choice of movies and programs was limited to ""B"" class fair.
The only saving grace was the service provided by the in-flight crew - especially the head steward - Irishman Patrick Ryan. He was excellent in every way! Great job Paddy!",December 2022,4,4,2,5,2,2,5,1
1,Worst experience ever,"I honestly don’t know where to start to describe how bad the experience was. The aircraft was in a desperate need of a refurbishment, one of my arm rests was broken and loose. The in flight entertainment is very old and functioning on and off - mostly off. The food is very basic and parts of the meal will be finished by the time the service reaches you and the staff will simply say “we run out” and you just have to accept that. There is no WIFI - really not acceptable in this day and age. The plane was dirty with food scrums all over and the toilets were smelling of urine so bad I felt sick at some point.
Customer service is appalling throughout. The staff on board behave like they tolerate you at most. One of the flight attendants from Sydney to Singapore literally touched my face with her bottom twice during service and didn’t even acknowledge it. They come with a bag to collect trash and if you are seated on the aisle seat expect to have the trash bag on your face when window and middle seat passengers are putting the trash in. I ended up picking their trays myself so I can avoid the trash bag touching my face. I have applied for an upgrade and it was rejected - I didn’t see that as an issue initially although I have offered very close to the maximum amount. I asked again the ground staff at Sydney about the possibility of upgrading/changing the seat but I was cut off immediately with an “absolutely not, the flight is full”. It was not full - there were many seats available in many areas of the plane and 2 people sitting close to me were upgraded to first class for free in Singapore. No transparency whatsoever (makes you wonder what is really the criteria for upgrades?!) and no attempt to offer basic customer service - I wasn’t expected anything for free.
Genuinely the worst experience ever.",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Qantas on par with Jetstar service these days,"Flew Qantas for my holiday in November was meant to fly Brisbane to Sydney then Sydney to Bangkok flight was delayed to Sydney then arrived at Sydney to not even be told our flight was changed and then forced to fly to Singapore and then Bangkok arrived in Sydney for no one to help then to find out our tickets weren’t rebooked properly and then the same thing happened in Singapore tickets were rebooked properly all this was on Qantas arrived in Bangkok middle of the night both suitcases were left in Sydney no compensation was given and apparently I needed to prove I had to buy toiletries and clothes which was ridiculous you lost my bags of course I needed to purchase items! Now this was just all the logistical nightmare of Qantas now to the in flight I was smashed in the head with the meal service trolley and wasn’t apologised to the food was ridiculously sub par and the seating space is just so small, toilets smelt very strongly of urine Qantas has made me truely appreciate the Asian airlines and only ever want to book with them!",November 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Horrible and Sneaky,"Last Dec 4th during COVID, I was not permitted to enter Australia. I was in Fiji and had to pay out of pocket for an immediate return flight, Which meant I had a credit. I've been in Australia now for 9 months and have to suddenly return to the states to assist a family member with terminal cancer. So I contacted Quantas they gave me a code for the credit and explained that all I need to do when preparing to purchase a ticket was to give them the code and pay the difference. Well the time has come for me to use this ticket so I called gave the code and was told that since I purchased from an agent I had to contact them....now Quantas had took over the ticket from Kayak. I contacted Kayak after spending a day trying to speak with a live representative who told me that Quantas owns the ticket.....after 6 calls and being told by Quantas I'm out of luck financially I reached a Quantas rep who dug deeper and with all my bitching took it upon herself to issue a refund which they processed immediately. Short end Quantas will do all they can not to honor a credit so keep pushing keep calling and do so during the week not the weekend you will speak to whomever wherever and they will hang up on you!!!!! Good luck. I forgot, so sin e they took ownership of the ticket I was held at ransom to pay their rate not the discounted rate I purchased very dirty move.....so do not ontact the airline if you purchased on line or with an agent they will take the ticket and charge you more. I was told by a representative that it's my fault for buying a discounted ticket I replied I'm in hospitality and understand fully that your company uses discounted ti kits to fill your planes as we fill our hotel rooms horrible service.....",March 2022,-1,-1,-1,-1,-1,-1,-1,-1
5,Thanks Ping,I would like to thank Miss Ping part of the ground staff at Qantas - Sydney International Airport for her awesome customer service. She made the on boarding experience a delight n ease.,December 2022,-1,-1,-1,-1,-1,-1,-1,-1
2,POOR !!,"travelled over on Qatar and would give them 8 out of 10.... but would struggle to give Qantas 3 out of 10
The departures of all 3 flights were delayed. The service I received on the sector Sydney to Singapore was appalling. In flight staff in my area appeared to regard passengers as a nuisance and gave little/no customer service. I had a call button on for over 40 mins as my inflight entertainment wasn't functioning.... it was not answered so I attempted to gain the attention of a passing stewardess and she just put up her hand and ignored me!!! I reported the non functioning system but to no avail. It wasn't fixed whilst in Singapore so i had to travel the whole distance from Sydney to Singapore ( over 22 hours) without one.
Food was served 'McDonald's style' !!! .... no starters or deserts and with wooden ( absolutely dreadful) or plastic ( not much better) utensils and plastic containers for drinks. I asked for a cup of tea as did the person next to me... neither of us received one(Singapore to Londonnsector).
I should make it clear that Qatar presented meals 'old style' with proper meal trays.... starters and deserts...proper utensils and proper glasses.
Charging points in my and the seat next to me were also not working.
When I complained to Qantas they offered 2000 Frequent Flyer points as compensation ( worth next to nothing and a complete insult)
I worked for Qantas many years ago and was proud to do so at that time.
Now.... I would not choose to do so and would not recommend that anyone else do so either !!",November 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Qantas… you’ve changed,"Whilst Qantas CEOs bucket the millions, customer service has completely gone down the drain.

All I want to do is change a domestic flight in Australia (because the system won’t let me do it online) and I’ve been waiting over an hour to get through! This is not the first time this has happened in the past month!",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Awful Airline,I booked through Expedia and due to a technical fault on the system had to make a minor amendment to a passenger name. I was then advised that Qantas refuse to make any amendment whatsoever resulting in me having to cancel all the flights and rebook. This cost me £600. The customer service was dreadful from Qantas. Their staff are very incompetent and can't wait to get you off the phone. Please avoid this company at all costs. You will regret it and lose money.,December 2022,-1,-1,-1,-1,-1,-1,-1,-1
5,Visit family,Second time we've done the non stop/before we flew 1 stop /little jet lag /EXPENSIVE but the only way to travel,December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Who Cares-We Are Only Customers,"There is no joy in bashing Qantas, once a great airline and I doubt anyone at senior manager level in Qantas cares or reads reviews but they should as they might learn how bad the service is and in time they will see the outcome; most businesses who ignore customers fail in time. Despite emails from Alan Joyce claiming the love their customers and the extra points and other platitudes the service has not changed, a classic example of a flight from Melbourne to Sydney. It was scheduled for 7:30 pm and at 5:00 pm on the way to the airport in peak traffic the text came through the flight had been cancelled and we were booked on an earlier flight at 6:30 pm. Great news if we could get there on time, which we did. However the flight departed at 7:10 pm, because the crew arrived at 6:30 around he time of departure with no advice the flight was delayed. Qantas must know a day in advance that they need to cancel flights, or lower prices (now very high) to encourage more users but they leave it and hour and a half before they advice customers of he new flight plans. Imagine the complexity of getting people on different flights, arranging aircraft and crew and dispensing with those that expected to be flying; sounds to me like a giant mess and cost issue. You now cannot plan with Qantas who are totally unreliable but sadly my squillion points keep me with an unreliable and dysfunctional airline. The Business Class lounge is now awful and the bags took 30 minutes to arrive and the one tagged Premium Service arrived last--looks like an Irish picnic to me and someone forgot the purpose.",December 2022,3,3,1,1,1,3,2,1
1,Lost baggage,"Qantas carried us on the last leg of our flight from London to Auckland.they managed to lose our checked in bag,Childs pram and car seat from Sydney to auckland.almost impossible to speak to anyone from Qantas ;,they do not respond to emails and their online lost baggage app is a fake.had to buy a car seat to get ourbaby back from the airport.our pram arrived 7 days into the holiday ,our car seat on day 10 and are still waiting for our checked in bag on day 12 .disgusting treatment of customers.We will never fly Qantas again",December 2022,1,1,1,1,1,1,1,1
1,Avoid at all costs ! Changed our flights both way so missed both connections,"Don't book with Qantas ! We recently bought a return flight via their website (NOT a third party) with a connection from Sydney to Europe. This was the most expensive flight for our journey, but had the best connection each way. In the end, Qantas changed both our first flights, resulting in missing the connections on the way in and out. We ended up with a 24 hours connection on the way in and a 12 hour connection on the way out. What would have been a very long flight turned into a 3 days nightmare. Needless to say, Qantas did not offer a proper solution or any compensation at all. They just washed their hands and we've been treated as hostages, not customers. AVOID !",December 2022,3,3,3,1,-1,3,1,3
5,Flights from london to sydney,"Flight out on 6th october in economy, no complaints at all, couldnt have been better looked after by 1st class crews. Returned on 18th november with my husband needing help after suffering walking difficulties while on our visit to family. Qantas staff couldnt have been more helpful. We were in premium on our return flight,which helped, but they were absolutely marvellous, arraged help for us and another really good flight with friendly careing crews. Thank you qantas.",October 2022,4,4,5,5,5,5,4,4
1,Don't expect any help or even civility,"Another great Qantas ""experience"" I have 6 lounge passes due to being in the points club and Amex Qantas. Could not get into lounge even with print out of passes. ""You have to log on to web site"" (was in the app). Please move aside (voice dripping in condescension) use the cheat sheet (of course that does not match their web site - does not work) return to counter ""it's not our job to help you"". Well Sarah (Sydney, Q Club) well done, confirmed that once I have used my points I will do everything to avoid flying with Qantas. (She was unaware that my wife is silver, I was pushing gold before I retired). #QANTASSUCKS had the nerve to gaslight me on top when I was being perfectly civil given the circumstances.",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Refund - not processed for more than 3 months!,"Worst ever customer service. It’s been a nightmare to dealt with to process a refund.

Its now 3 months since I cancelled my flight, rang the airline more than 12 times each time waiting on the line for more than 40 minutes !and each time get a same answer from the consultant that the “refund team has advised you will receive the refund in 6-7 weeks!

After 2 months the answer changed to “ refund team has advised in 3-5 days refund will be back into your account “
then on the third month time changed to “ refund team has advised in 48hr refund will be back into your account!
And here we go! Now after 2 weeks from the last response response, I just have been told that will take 6-8 weeks for my refund to be processed!!!!

This the Answer that I got on day 1!!!!

I have filed a complaint while ago and had no response since!

Have received no response, no email, I would give 0 rating if I could.

Worst ever airline, will never buy again!",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Qantas Customer Care similar to Ryanair?,"The sign of a good airline is how they handle disruptions. Unfortunately, on the 30th November Qantas had a disruption with their QF10 flight from London, and their shabby lack of communications, illustrated to me that in their pursuit of profitability they have forgotten their duty of care towards their passengers.

On the evening of the 29th November, I accessed my booking to ascertain the LHR departure terminal in order that I could book a taxi to the airport. To my surprise, there was a notice advising a 11 hr delay on this flight. Next morning, my booking again showed an 11 hr delay leaving LHR but surprisingly, it was showing the flight arriving on time into MEL with a 12h 05 total flight time! Although, during the day I received several emails from Qantas marketing asking me to purchase their merchandise, there was never any email nor SMS advice received from Qantas regarding this extended delay.

This situation continued until 1800 on the day of our departure, when I received a push notice from Qantas to say they had move my wife and I to the Emirates flight out of London. They also gave us our seat assignment, but when we checked in at LHR, Emirates told us these seats numbers didn't exist on their aircraft. As a result, we were unable to sit together all the way back to MEL.

I believe Qantas should have advised us and the other passengers of the flight delay, rather than leaving us to discover this for ourselves. Apart from the message advising us of the change to Emirates, there was no communications re this flight, received from Qantas.

All in all, after this experience I would rate Qantas as a third world airline with customer service standards similar to Ryanair in the UK.",November 2022,-1,-1,-1,1,-1,-1,-1,-1
1,Disgusting Service.,"We flew Business class from Melbourne to Christchurch and the service was appalling.
To top it off they asked what we'd like to eat, either a beef curry or pork dish. We both said beef curry and when they came to serve it to us they said there's only one beef curry left as the pilot doesn't eat pork and they gave him the other one. WTF?????. Why even tell us that, just say there's only one beef curry left.
Other service issues as well but can't be bothered mentioning them, just don't fly qantas.",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,"Promised a refund, still waiting 9 months on","After repeatedly following up Qantas for the guaranteed (yes, in writing) refund, we are still waiting to get our money back, now 9 months on.
Shame on you Qantas. You are a disgraceful organisation. Give us OUR MONEY BACK!!!!!",May 2022,1,1,1,1,1,1,1,1
1,Terrible service,"Staff were rude to the majority of customers. They ran out food options. Service was appalling, I witnessed staff rudely asking “what do you want” instead of what would you like to eat. Trip was delayed and bags were delayed by 16 hours.

I would pay extra not to fly with Qantas. Terrible fall from grace",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
2,"QANTAS, not worth the money","On QF 104 from Honolulu QANTAS run out of food twice. Only the vegetarian option was available which was very average. Staff did not care and were rude.

Don't pay top dollar with this mob if you can fly with a different airline.",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Bumped a family off,"I’m writing on behalf of my daughter, son in law ,and two grandchildren. They booked a flight and chose their seats twelve months in advance of flying to the UK for a family Christmas. Less than 24 hours before they were due to fly . They received an email to say the flight was cancelled due to operational circumstances. Lie number 1 . We are on flight radar and the flight was not cancelled. Qantas decided to “ bump off” a family with two children!!! The initial flight was , Melbourne to Perth , Perth to Heathrow. Instead they were put on flights Melbourne to Sydney, Sydney to Singapore ( around midnight with two tired children) to Heathrow. The first leg of the flight they were split up . It wasn’t until they landed in Sydney did they manage to get seats together for the duration of the flights. Also on the first leg , no meals for the children. These hadn’t been noted for the entire flights until my daughter realised and sorted that out.
Our son in law is a neurologist consultant at the RCH and is a frequent flyer with Qantas travelling the world with his research.
My husband managed to speak with a supervisor who was sympathetic but couldn’t offer any means of compensation and suggested filling in a form as it is impossible to speak to anyone in customer service.
This has caused undue stress and is despicable treatment.",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Refuse to give me my airpoints even though I'm Qantas customer,"After taking four international qantas flights, I noticed my airpoints hadn't been added. My qantas number was on my booking, I raised it with Qantas and provided all the relative booking info, boarding passes even a copy of my passport and the have still said it's not enough proof even though my qantas number is on the booking. I keep getting generic answers. I'm asking for my points, not gold bars from the bank!",August 2022,-1,-1,-1,-1,-1,-1,-1,-1
2,rude flight attendants,"all of the flight attendants were very rude! from before we got on the plane until we got off this way too long flight. I found it hilarious that the boarding announcements asked that the passengers please be kind to your flight attendant!?! That made me laugh! You get what you give people! I thought it was funny because we got far better service on Jetstar. This was my 2nd flight with this carrier, I always thought of them as a really good airlines but after this last fiasco nope never again unless its a free flight.",November 2022,2,2,3,1,3,1,2,2
1,Cattle station plane & delayed luggage,"Plane was old and full to the maximum with 2 lavatory facilities for about 200 people, left sitting on a tarmac for 40 mins whilst previous flight's luggage was offloaded and ours loaded up. Was charged for 2 extra kgs and the luggage did not even make it on same plane and Qantas refused to refund or offer any discount. Definitely not worth almost $1,000 for a one way flight with this terrible service!! Qantas should be ashamed of their name. Consumer watchdog needs to step in and start regulating bit better, especially now that people are flying more and airlines are getting away with whatever they like!",December 2022,1,1,1,3,1,1,2,1
1,Service in the economy class cabin,"The cabin crew was very rude during their service. Very arrogant ,unfriendly and not helpful. One particular stewardess who looked like a supervisor was extremely rude when i asked her for a coffee.

The trip into Chrtistchurch from Brisbane was really good. Very polite crew.

This was my experience.",November 2022,2,2,1,1,3,3,2,1
1,"If you can avoid Qantas, please do. They are thieves.","We cancelled this flight a few weeks before it flew, and we're promised a full refund by Qantas (approx. $1260). However, it would take 8-12 weeks to process (incredible given it took 8-12 seconds to take the money from our account).

The 12 weeks passed. No refund. We called in week 13 (each call takes 45 mins plus) and we're told it was imminent, but they were experiencing delays. Nothing came.

We called again at the start of Week 15. They said 'it's been processed right now'. You will receive an email confirming this shortly. We got the email confirming the full refund had been processed and would be in our account in 3-5 working days.

After the 5 working days passed, we have no refund. We called Qantas again. They said 'we've sent the money, it must be with you bank'. We called ANZ - they have never seen any evidence of a payment by Qantas. They provided proof of this.

We called Qantas again, with the ANZ proof. They can't help us, as their records show the refund has been processed, so ANZ must be 'mistaken'.

We know now that after 20 weeks; we're never seeing the money again. Qantas has literally stolen $1,200 from us, as well as making us waste hours on pointless phone calls.

Qantas is obviously a dying airline, and we know in a few years or so we'll get the satisfaction of seeing their corrupt / inept staff being made redundant in their hundreds. That'll help; as will our plan to lodge so many complaints, calls and other communications at Qantas that will we ensure they spend far more than $1200 dealing with us in the long run. But if you haven't ever used them, take our advice and stay far away. We can all speed up the decline of this pathetic bunch of thieves by picking alternatives wherever possible.",August 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Booking issue and payment went MISSING,"Made booking online, paid by B-pay. The connection flight dropped out - with multiple bookings.
Talked to customer service and received inconsistent information (payment received, not received).
Receipt provided to them, which I found a way myself, not provided by the customer service team.
Was told the issue was resolved but then received cancellation emails.
Promised callback never happened - at least 3 times already.
Put on-hold to be transferred to the manager, after 10 phone calls, then got cut off/hung up immediately. Waited 5 minutes for a callback, but did not get one.
Called back in 5 minutes after waiting, was told the manager was NOT IN THE BUILDING (so was that a planned hung up no service??)
Horrifying customer service. negative stars if possible.
Will remove/modify the comment if satisfying resolution but I doubt it.",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Another abysmal performance by QANTAS,"Another as expected 1 star performance by QANTAS; the aircraft departed late, the in-flight entertainment system was non-existent, and the service was ordinary. The aircraft was not clean and to top it off, the flight bridge on arrival was not functional resulting in an extended 20-minute stay inside the aircraft on arrival.",December 2022,3,2,1,1,1,1,3,1
3,A rare three stars earned,"Mildly surprised that a 3 star allocation has been earned. The flight departed on time for a change, the service was quite ok, and the aircraft landed on time. The food is still assessed as abysmal with a sloppy wrap with a tasteless filling, whilst the entertainment system actually was functional for a change.",December 2022,3,3,3,3,1,2,2,1
4,On time and relaxing,Schedule change to an earlier departure which suited us fine and allowed arrival in Sydney at a more advantageous time for us. Benefited also by using discounted FF points to secure our seats. Impressed with ease of bag drop and efficient boarding. Fast delivery of luggage on arrival. Enjoyed our on-board snack but it just isn't what it used to be. Comfortable flight throughout and the in-flight entertainment adequate for the journey. Seated in 16B & C.,November 2022,5,5,3,4,5,5,5,3
3,No Wifi ??,"We were very lucky, no flight delays or cancellations. Return mel to lax. Flight was ok, bit bumpy as its smaller planes that they are using and no wifi . My friend was in business class and she didnt have wifi either. Flight to LA staff were rude and grumpy, return flight they were nice. Seemed to be very hit and miss when it came to service and food. Considering the price of flights at the moment, I expect better from Qantas .",November 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Qantas cancels flight and makes us fly with someone else,"Qantas cancelled our direct flight from LA to Sydney a day before the flight and gave us a flight that goes from LA to Melbourne using United Airlines then from Melbourne we will catch a qantas plane to Sydney. They have allowed 1 hour for us to get off the plane go through customs and grab our bags then go to the domestic terminal to check in and catch our flight. I feel that qantas was not very efficient in handling this issue and it feels like they said we don’t care what happens to you as long as we’ve provided you a way home. They were not helpful when we called up about our cancelled flight, the lady on the phone even had the audacity to start yelling at us on the phone, she did not assist us with trying to find a direct flight that will get us home. My partner and I paid for direct flights for a reason and direct flights are more expensive for a reason. We are very unhappy with qantas as our 14-15hour journey home has now become a 20+ hour journey. This is not the service we expect from such a reputable company. DO NOT FLY WITH QANTAS unless you want the headache we’ve had to deal with.",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,Useless customer services,"I haven’t even travelled yet but so wish I hadn’t booked with Quantas. My original booking was a direct flight to Melbourne with a refuelling in Perth. This was then changed by Quantas to a flight to Perth with a separate flighr to Melbourne five hours later.
I rang Quantas customer services this morning, waiting 40 minutes for my call to be answered. I wanted to make sure that I didn’t have to pick up my bags at Perth and check in to the new flight, as I was presuming it was a connecting flight since I’d booked a flight to Melbourne. At first the agent confirmed that my bags would be checked straight through but then he saw the length of the stopover and said I would probably have to pick up my bags and check in to the new flight. I told him that I was travelling alone and would like a definitive answer. He couldn’t give me that and saud I should check with security staff at Perth. I told him I wasn’t happy with that and asked to speak to his supervisor. I was put on hold and then got a voice message saying that the offices were closed and ai needed to call back. 40 minutes of my life wasted and no further forward n
Apart from how bad customer services is, I don’t think it’s right that an airline can change a single flight to two flights to suit themselves. Not impressed.",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
1,"12 hour delay! Even longer delay in connection from Perth, only informed morning of flight.","Flight got delayed from 11:45 in morning to 22:45. When checking in the morning of flight on way to airport, NO MENTION OF THIS DELAY. Staff at airport were nice and cordial and I think shocked at ineptitude of their airline. Even worse, transfer from Perth to Melbourne which was originally a short wait after LH to Perth, IS NOW AT 3 IN THE AFTERNOON OF THE NEXT DAY. 16 hour overnight wait. Never using this airline again.",December 2022,-1,-1,-1,-1,-1,-1,-1,-1
3,Another long wait,"As there was no other SYD-ADL flight in the afternoon, I had to wait many hours in the business lounge. The menu was ‘all day dining’. Pumpkin and coconut soup was delicious. Unfortunately, as the flight was delayed, I ended up waiting for10 hours and finally on board to Adelaide, which was full. My seat was changed from 2D to 1D. Row 1 has more leg room, but you have to put everything in the upper locker. As I felt cold and began to sneeze, I put on my coat and asked for a face mask. I felt better by eating a hot quiche rather than cold salad.",November 2022,5,4,3,3,3,5,5,4
